Tanggal,Pelanggan,Deskripsi Barang,Jml,Hrg Satuan,SubTotal,Jenis Barang,Merek Barang,Salesman,Jenis Alat,Transaction_ID
2025-03-15,ONLINE 3,INVERTER RHINO 120A 900W,2,"Rp605,000",1210000,POWER TOOLS,RHINO,AHEN (SHOPEE),INVERTER,as-0315-14
2025-03-15,ONLINE 3,INVERTER RHINO 120A 900W,2,"Rp607,500",1215000,POWER TOOLS,RHINO,AHEN (SHOPEE),INVERTER,as-0315-14
2025-03-15,ONLINE 3,"KUNCI INGGRIS TEKIRO 24"" WR-AD1965",1,"Rp731,400",731400,TEKNIK,TEKIRO,AHEN (SHOPEE),KUNCI INGGRIS,as-0315-14
2025-03-15,ONLINE 3,KUNCI RING PAS TEKIRO 07MM WR-CO0002,1,"Rp21,700",21700,TEKNIK,TEKIRO,AHEN (TOPED),KUNCI RING PAS,at-0315-1
2025-03-15,ONLINE 3,KUNCI RING PAS TEKIRO 06MM WR-CO0001,1,"Rp21,700",21700,TEKNIK,TEKIRO,AHEN (TOPED),KUNCI RING PAS,at-0315-1
2025-03-15,ONLINE 4,"BATU POTONG WD 4""X1,2",1,"Rp2,750",2750,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0315-1
2025-03-15,ONLINE 4,CARBON BRUSH MODERN CB 51,1,"Rp1,600",1600,SPARE PART PT,MODERN,FEBRI (SHOPEE),CARBON BRUSH,fs-0315-1
2025-03-15,ONLINE 4,"BATU POTONG WD 4""X1,2",10,"Rp2,750",27500,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0315-2
2025-03-15,ONLINE 4,RANTAI OREGON BELAH 070 27R-52T,2,"Rp250,000",500000,ACCESORIS CHAINSAW,OREGON,FEBRI (SHOPEE),RANTAI,fs-0315-3
2025-03-15,ONLINE 4,RANTAI OREGON POTONG 20LPX.43T,2,"Rp169,000",338000,ACCESORIS CHAINSAW,OREGON,FEBRI (SHOPEE),RANTAI,fs-0315-4
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-4
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-4
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-4
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-5
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-6
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-7
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-8
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",1,"Rp245,000",245000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-9
2025-03-15,ONLINE 4,ARMATURE MODERN M 2400,1,"Rp150,200",150200,SPARE PART PT,MODERN,FEBRI (SHOPEE),ARMATURE,fs-0315-10
2025-03-15,ONLINE 4,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-11
2025-03-15,ONLINE 4,"BATU POTONG WD 4""X1,2",100,"Rp2,800",280000,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0315-12
2025-03-15,ONLINE 4,JIG SAW MODERN M2200B,1,"Rp273,400",273400,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),JIG SAW,fs-0315-12
2025-03-15,ONLINE 4,"GERINDA MODERN M2300B  4"" HIJAU",2,"Rp245,000",490000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),GERINDA,fs-0315-12
2025-03-15,ONLINE 4,PLANER MODERN M 2900,1,"Rp395,000",395000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),PLANER,fs-0315-12
2025-03-15,ONLINE 4,PLANER MODERN M 2900,1,"Rp395,000",395000,POWER TOOLS PT,MODERN,FEBRI (SHOPEE),PLANER,fs-0315-12
2025-03-15,ONLINE 4,"CUT OFF H&L PRO 7""",1,"Rp785,000",785000,POWER TOOLS,H&L,FEBRI (SHOPEE),CUT OFF,fs-0315-13
2025-03-15,ONLINE 4,"BATU POTONG WD 4""X1,2",500,"Rp2,780",1390000,ACCESORIS PT,WD,FEBRI (SHOPEE),BATU POTONG,fs-0315-13
2025-03-15,ONLINE 4,MITER SAW MAKITA M 2300B,1,"Rp3,508,800",3508800,POWER TOOLS,MAKITA,FEBRI (SHOPEE),MITER SAW,fs-0315-13
2025-03-15,JAYA AGUNG DIST,CARBON BRUSH MAKITA CB 85A B-80282,10,"Rp25,499",254990,SPARE PART PT,MAKITA,HANA,CARBON BRUSH,h-0315-1
2025-03-15,CASH/TUNAI,MATA BOR BETON MAKITA 6X100 (D 05256),1,"Rp15,000",15000,ACCESORIS PT,MAKITA,HANA,MATA BOR BETON,h-0315-2
2025-03-15,CASH/TUNAI,MATA BOR BETON MAKITA 8X110 (D 05290),1,"Rp17,000",17000,ACCESORIS PT,MAKITA,HANA,MATA BOR BETON,h-0315-2
2025-03-15,CASH/TUNAI,SWITCH MAKTEC MT 90 TN15-2 BAWAH (651434-6),1,"Rp25,000",25000,SPARE PART PT,MAKTEC,HANA,SWITCH,h-0315-2
2025-03-15,CASH/TUNAI,GEMBOK BESI TEKIRO PNJG 50MM GT-PL1437,1,"Rp51,000",51000,TEKNIK,TEKIRO,HANA,GEMBOK BESI,h-0315-2
2025-03-15,CASH/TUNAI,CARBON BRUSH MAKITA CB 85A B-80282,1,"Rp32,000",32000,SPARE PART PT,MAKITA,HANA,CARBON BRUSH,h-0315-2
2025-03-15,CASH/TUNAI,MATA BOR BESI NACHI 9MM,1,"Rp82,000",82000,ACCESORIS PT,NACHI,HANA,MATA BOR BESI,h-0315-2
2025-03-15,CASH/TUNAI,POMPA AIR SHIMIZU PS 135E,1,"Rp590,000",590000,POWER TOOLS PT,SHIMIZU,HANA,POMPA AIR,h-0315-2
2025-03-15,CASH/TUNAI,SWITCH MAKTEC MT 431 (650633-7),1,"Rp150,000",150000,SPARE PART PT,MAKTEC,HANA,SWITCH,h-0315-2
2025-03-15,CASH/TUNAI,IMPACT DRILL MAKITA HP 1630,1,"Rp960,000",960000,POWER TOOLS,MAKITA,HANA,IMPACT DRILL,h-0315-2
2025-03-15,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (LAZADA),DRILL,ml-0315-1
2025-03-15,ONLINE 1,SANDER MODERN M2500,1,"Rp331,500",331500,POWER TOOLS PT,MODERN,MICHAEL (LAZADA),SANDER,ml-0315-1
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0315-1
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0315-1
2025-03-15,ONLINE 1,DRILL RYU RDR 10-3RE,1,"Rp256,400",256400,POWER TOOLS,RYU,MICHAEL (SHOPEE),DRILL,ms-0315-2
2025-03-15,ONLINE 1,TRIMMER MODERN M2700,1,"Rp349,400",349400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),TRIMMER,ms-0315-3
2025-03-15,ONLINE 1,"BATU POTONG CUMET 4""X1.0",5,"Rp2,205",11025,ACCESORIS PT,CUMET,MICHAEL (SHOPEE),BATU POTONG,ms-0315-4
2025-03-15,ONLINE 1,CARBON BRUSH MODERN CB 411,1,"Rp2,300",2300,SPARE PART PT,MODERN,MICHAEL (SHOPEE),CARBON BRUSH,ms-0315-5
2025-03-15,ONLINE 1,TUTUP CB MODERN M2300B (411),6,Rp900,5400,TEKNIK,MODERN,MICHAEL (SHOPEE),TUTUP CB,ms-0315-5
2025-03-15,ONLINE 1,MATA JIGSAW MAKITA MT 431 (D-34883) (5PCS/PACK),5,"Rp7,800",39000,ACCESORIS PT,MAKITA,MICHAEL (SHOPEE),MATA JIGSAW,ms-0315-5
2025-03-15,ONLINE 1,MATA MITTERSAW ESSEN 7.5X80T (ALM)	,1,"Rp87,500",87500,ACCESORIS PT,ESSEN,MICHAEL (SHOPEE),MATA MITTERSAW,ms-0315-5
2025-03-15,ONLINE 1,DRILL MODERN M2100B,1,"Rp227,000",227000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0315-5
2025-03-15,ONLINE 1,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,MICHAEL (SHOPEE),SPRAYER MANUAL,ms-0315-6
2025-03-15,ONLINE 1,SPRAYER MANUAL KANEDA 8L,1,"Rp105,000",105000,MESIN,KANEDA,MICHAEL (SHOPEE),SPRAYER MANUAL,ms-0315-6
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-7
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-7
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-7
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-7
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-8
2025-03-15,ONLINE 1,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-8
2025-03-15,ONLINE 1,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-8
2025-03-15,ONLINE 1,GERINDA MODERN M2340 V,1,"Rp277,700",277700,POWER TOOLS,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-9
2025-03-15,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0315-10
2025-03-15,ONLINE 1,DRILL MODERN M2130B,1,"Rp317,500",317500,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0315-11
2025-03-15,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-12
2025-03-15,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-12
2025-03-15,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-13
2025-03-15,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-14
2025-03-15,ONLINE 1,GERINDA MODERN SIM100B,1,"Rp245,700",245700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-14
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (SHOPEE),ACCU SPRAYER,ms-0315-15
2025-03-15,ONLINE 1,TRIMMER MODERN M2700,1,"Rp349,400",349400,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),TRIMMER,ms-0315-16
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-17
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-17
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-18
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),GERINDA,ms-0315-19
2025-03-15,ONLINE 1,DRILL MODERN M2100C,1,"Rp260,000",260000,POWER TOOLS,MODERN,MICHAEL (SHOPEE),DRILL,ms-0315-20
2025-03-15,ONLINE 1,IMPACT DRILL MODERN M2150 13M,1,"Rp319,800",319800,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),IMPACT DRILL,ms-0315-21
2025-03-15,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),DRILL,ms-0315-21
2025-03-15,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),DRILL,ms-0315-21
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0315-21
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0315-21
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),GERINDA,ms-0315-21
2025-03-15,ONLINE 1,CIRCULAR SAW MODERN M2600 L(LASER),1,"Rp576,300",576300,POWER TOOLS,MODERN,MICHAEL (SHOPEE),CIRCULAR SAW,ms-0315-21
2025-03-15,ONLINE 1,CIRCULAR SAW MODERN M2600 L(LASER),1,"Rp576,300",576300,POWER TOOLS,MODERN,MICHAEL (SHOPEE),CIRCULAR SAW,ms-0315-22
2025-03-15,ONLINE 1,ROUTER MODERN M2800,1,"Rp838,500",838500,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),ROUTER,ms-0315-22
2025-03-15,ONLINE 1,MITTER SAW MODERN M3700,1,"Rp826,200",826200,POWER TOOLS PT,MODERN,MICHAEL (SHOPEE),MITTER SAW,ms-0315-23
2025-03-15,ONLINE 1,CIRCULAR SAW MAKITA N 5900B,1,"Rp2,764,200",2764200,POWER TOOLS,MAKITA,MICHAEL (SHOPEE),CIRCULAR SAW,ms-0315-23
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-1
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-2
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-2
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-3
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-4
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-4
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-5
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-6
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-7
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-8
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-9
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-9
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-9
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-10
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-11
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-12
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-13
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-14
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-14
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-15
2025-03-15,ONLINE 1,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,MICHAEL (TIKTOK),GERINDA,mt-0315-16
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp392,200",392200,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-17
2025-03-15,ONLINE 1,DRILL MAKITA M 0600B,1,"Rp406,500",406500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),DRILL,mt-0315-18
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-19
2025-03-15,ONLINE 1,GERINDA MAKITA M 0900B,1,"Rp411,500",411500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),GERINDA,mt-0315-20
2025-03-15,ONLINE 1,PLANER MAKITA 1902B,1,"Rp841,500",841500,POWER TOOLS,MAKITA,MICHAEL (TIKTOK),PLANER,mt-0315-21
2025-03-15,ONLINE 1,ACCU SPRAYER TOKUDA 12A,4,"Rp182,500",730000,SPARE PART KANEDA,TOKUDA,MICHAEL (TIKTOK),ACCU SPRAYER,mt-0315-21
2025-03-15,ONLINE 1,SOLDER SET JETJO 30WATT 101873,1,"Rp73,100",73100,TEKNIK,JETJO,MICHAEL (TOPED),SOLDER SET,mt-0315-1
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 8A,1,"Rp145,000",145000,SPARE PART KANEDA,KANEDA,MICHAEL (TOPED),ACCU SPRAYER,mt-0315-1
2025-03-15,ONLINE 1,PALM SANDER RYU RPS 110,1,"Rp360,000",360000,POWER TOOLS,RYU,MICHAEL (TOPED),PALM SANDER,mt-0315-1
2025-03-15,ONLINE 1,ACCU SPRAYER KANEDA 12A,2,"Rp197,500",395000,SPARE PART KANEDA,KANEDA,MICHAEL (TOPED),ACCU SPRAYER,mt-0315-1
2025-03-15,ONLINE 2,GERINDA MODERN M2350B,1,"Rp259,700",259700,POWER TOOLS PT,MODERN,NANDO (LAZADA),GERINDA,nl-0315-1
2025-03-15,ONLINE 2,FILTER SPRAYER DALAM 12MM OLD-F,2,"Rp2,000",4000,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),FILTER SPRAYER DALAM 12MM OLD-F,ns-0315-1
2025-03-15,ONLINE 2,KUNCI RING ATS 8X9MM,1,"Rp10,350",10350,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0315-1
2025-03-15,ONLINE 2,KUNCI RING ATS 6X7MM,1,"Rp10,350",10350,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0315-1
2025-03-15,ONLINE 2,KUNCI RING ATS 12X13MM,1,"Rp13,270",13270,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING,ns-0315-2
2025-03-15,ONLINE 2,REXCO 81 CARB&INJECTOR CLEANER 300ML,1,"Rp21,300",21300,LUBRICANT,REXCO,NANDO (SHOPEE),,ns-0315-2
2025-03-15,ONLINE 2,REXCO 81 CARB&INJECTOR CLEANER 300ML,1,"Rp21,300",21300,LUBRICANT,REXCO,NANDO (SHOPEE),,ns-0315-2
2025-03-15,ONLINE 2,KUNCI RING PAS ATS 19MM,1,"Rp18,000",18000,TEKNIK,ATS,NANDO (SHOPEE),KUNCI RING PAS,ns-0315-3
2025-03-15,ONLINE 2,KUNCI L PANJANG JETJO 5MM 601269,3,"Rp4,950",14850,TEKNIK,JETJO,NANDO (SHOPEE),KUNCI L PANJANG,ns-0315-3
2025-03-15,ONLINE 2,FEELER GAUGE TEKIRO 13 BLADES AU-FG1292,1,"Rp31,100",31100,TEKNIK,TEKIRO,NANDO (SHOPEE),FEELER GAUGE,ns-0315-4
2025-03-15,ONLINE 2,FEELER GAUGE TEKIRO 13 BLADES AU-FG1292,1,"Rp31,100",31100,TEKNIK,TEKIRO,NANDO (SHOPEE),FEELER GAUGE,ns-0315-4
2025-03-15,ONLINE 2,VOLT METER SPRAYER,1,"Rp8,750",8750,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),VOLT METER SPRAYER,ns-0315-4
2025-03-15,ONLINE 2,GEMBOK KUNINGAN(BC) ATS 25MM #8825,10,"Rp6,900",69000,TEKNIK,ATS,NANDO (SHOPEE),GEMBOK KUNINGAN(BC),ns-0315-4
2025-03-15,ONLINE 2,SDS PLUS BULL POINT MAKITA 250 HR 2453 D-08713,1,"Rp60,000",60000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),SDS PLUS BULL POINT,ns-0315-4
2025-03-15,ONLINE 2,SDS PLUS COLD CHISEL MAKITA 20-250 HR 2453 D-08729,1,"Rp70,000",70000,ACCESORIS PT,MAKITA,NANDO (SHOPEE),SDS PLUS COLD CHISEL,ns-0315-4
2025-03-15,ONLINE 2,GREASE GUN TEKIRO 500CC AU-GG1015,1,"Rp174,500",174500,TEKNIK,TEKIRO,NANDO (SHOPEE),GREASE GUN,ns-0315-5
2025-03-15,ONLINE 2,SP.COMP CYLINDER 0.75HP (22),1,"Rp86,200",86200,TEKNIK,TOKUDA,NANDO (SHOPEE),SP.COMP CYLINDER 0.75HP (22),ns-0315-6
2025-03-15,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp540,000",540000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0315-7
2025-03-15,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp540,000",540000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0315-7
2025-03-15,ONLINE 2,INVERTER RYU RII 120-2,1,"Rp540,000",540000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0315-7
2025-03-15,ONLINE 2,DRILL MAKITA M 0600B,1,"Rp387,600",387600,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0315-7
2025-03-15,ONLINE 2,GERINDA MAKITA M 0910B,1,"Rp451,400",451400,POWER TOOLS,MAKITA,NANDO (SHOPEE),GERINDA,ns-0315-7
2025-03-15,ONLINE 2,ACCU SPRAYER KANEDA 9A,2,"Rp189,550",379100,SPARE PART KANEDA,KANEDA,NANDO (SHOPEE),ACCU SPRAYER,ns-0315-7
2025-03-15,ONLINE 2,PLANER MAKITA 1902B,1,"Rp841,500",841500,POWER TOOLS,MAKITA,NANDO (SHOPEE),PLANER,ns-0315-7
2025-03-15,ONLINE 2,C.LESS IMPACT WRENCH MODERN M-65,1,"Rp1,125,000",1125000,POWER TOOLS,MODERN,NANDO (SHOPEE),C.LESS IMPACT WRENCH,ns-0315-7
2025-03-15,ONLINE 2,C.LESS IMPACT WRENCH MODERN M-65,1,"Rp1,125,000",1125000,POWER TOOLS,MODERN,NANDO (SHOPEE),C.LESS IMPACT WRENCH,ns-0315-8
2025-03-15,ONLINE 2,INVERTER RYU RII 120-2,4,"Rp540,000",2160000,POWER TOOLS,RYU,NANDO (SHOPEE),INVERTER,ns-0315-8
2025-03-15,ONLINE 2,C.LESS JAHIT KARUNG MODERN M9350,1,"Rp1,581,000",1581000,POWER TOOLS,MODERN,NANDO (SHOPEE),C.LESS JAHIT KARUNG,ns-0315-8
2025-03-15,ONLINE 2,DRILL MAKITA M 0600B,4,"Rp387,600",1550400,POWER TOOLS,MAKITA,NANDO (SHOPEE),DRILL,ns-0315-8
2025-03-15,ONLINE 2,"BATU POTONG WD 4""X1,2",1200,"Rp2,800",3360000,ACCESORIS PT,WD,NANDO (SHOPEE),BATU POTONG,ns-0315-8
2025-03-15,ONLINE 2,KUNCI RING PAS TEKIRO 18MM WR-CO0013,1,"Rp39,200",39200,TEKNIK,TEKIRO,NANDO (TIKTOK),KUNCI RING PAS,nt-0315-1
2025-03-15,ONLINE 2,ACCU SPRAYER KANEDA 12A,1,"Rp197,500",197500,SPARE PART KANEDA,KANEDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0315-1
2025-03-15,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0315-2
2025-03-15,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0315-2
2025-03-15,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0315-3
2025-03-15,ONLINE 2,ACCU SPRAYER TOKUDA 12A,1,"Rp182,500",182500,SPARE PART KANEDA,TOKUDA,NANDO (TIKTOK),ACCU SPRAYER,nt-0315-4
